Sample,Subgroup,12:85450052-85962613,17:35076296-35282086,22:41307174-41912419,20:1499034-1506379,6:146738-154410,20:39688990-40052114,3:75479859-75535753,12:57531034-59041688,12:51241859-52425218,1:16954838-16997273,6:63057692-64614816,15:39590440-39979013,6:40747924-42826227,6:32766023-32821094,1:2927-43870,3:18712267-19922255,17:35444422-35463146,10:4952746-6573717,20:50108575-51268051,17:40859120-40926154,4:70442343-70445716,1:16551324-16592466,22:15523118-15563672,16:191307-2499608,5:763494-786455,3:16617887-16778176,16:68838368-68874167,14:105602756-105630089,15:32523241-32594902,8:97415915-97633935,1:237050563-238730140,5:70716278-70721505,5:150148732-150201145,12:64727853-66012212,13:5179-123882,23:132998038-140285388,3:164343718-164427869,4:119714411-119812578,15:18835660-18884436,2:91240477-91321476,16:4670009-9018298,17:34989300-35067992,15:44193179-48393597,3:641257-4099960,11:51244499-51381908,7:141965869-141978333,10:21880427-21920526,3:48631976-48677740,17:4974667-5014217,19:20552279-20887746,18:68386012-71032530,3:31298148-34796905,5:140203440-140221835,22:37683612-37705310,6:22060377-24236375,12:7894681-7915622,3:54381805-55759111,1:149369522-149394958,15:39578565-39587716,11:7762277-7797993,16:68667006-68679377,17:33846724-33937937,9:21698371-22292223,6:170856656-170943103,8:117915188-119933236,8:39368509-39505256,17:17104943-17885418,1:158319014-158365270,3:34840321-39070614,6:623776-634345,6:69820589-70731852,17:11469879-12854787,8:30952516-31295499,6:1358498-1359129,8:4299996-4692082,15:32605086-32654561,5:68785515-68850823,8:166452-181530,8:35875555-36133992,1:142570866-142598507,16:30561643-31835555,16:14956177-14988855,16:68710277-68751390,6:6356121-7863271,6:131304839-132036965,17:13035306-15423538,6:19049822-20716660,17:8567837-9872633,1:245082256-245121447,1:72489681-72620747,8:184617-808139,1:2870100-2880675,6:14553443-16323782,11:107409719-109050102,8:28883487-29205723,1:245054641-245071941,23:959048-1235529,6:162127431-162150671
Array.39,HR+,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,1,-1,0,1,0,0,0,1,-1,0
Array.112,Triple Neg,0,-1,1,0,0,0,0,0,-1,1,0,-1,1,1,0,-1,-1,0,0,-1,0,0,0,0,1,-1,0,-1,0,1,1,-1,-1,0,0,2,0,0,1,0,0,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,-1,1,0,-1,-1,-1,0,0,-1,0,-1,1,0,-1,1,0,0,0,0,-1,0,-1,-1,0,-1,1,-1,1,0,-1,-1,0,1,1,-1
Array.79,HER2+,0,2,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,1,2,0,-1,0,-1,0,0,1,1,0,0,1,0,0,1,-1,1,0,0,0,0,0,0,0,-1,0,-1,-1,1,-1,0,1,0,1,-1,0,-1,-1,0,0,0,1,-1,1,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,-1,1,0,0,-1,0,0,0
Array.19,HER2+,-1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,1,0,1,-1,0,1,1,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,-1,0,0,0,-1,0,0,-1,0,1,0,-1,1,0,-1,0,1,-1,-1,1,0,0,0,-1,-1,0,-1,0,-1,-1,-1,0,0,0,1,0,0,-1,0,-1,1,-1,-1,1,0,0,-1,1,1,0
Array.27,HR+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,1,0,-1,0,1,0,0
Array.106,HER2+,1,2,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,-1,0,0,0,1,1,1,-1,0,0,2,1,0,-1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,-1,-1,-1,1,-1,0,1,1,1,0,0,0,0,1,0,0,2,1,-1,1,1,0,0,-1,-1,0,-1,0,1,-1,-1,1,1,1,-1,1,0,-1,1,-1,-1,0,-1,1,1,0,-1,-1,1,0
Array.110,HER2+,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,2,0,-1,1,2,0,1,0,0,0,-1,-1,0,-1,0,0,-1,-1,1,0,0,-1,0,0,-1,0,-1,1,0,-1,1,0,0,-1,1,1,-1
Array.73,HER2+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,0,1,0,0,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,0,-1,1,1,-1
Array.98,HR+,1,0,-1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,-1,1,1,1,-1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,-1,0,1,0,1,1,1,1,-1,1,1,1,-1,0,0,-1,0,1,-1,1,2,0,1,1,1,-1,0,1,1,1,0,1,1,1,1,1,1,-1,1,-1,0,1,0,1,0,1,2,1,-1,1,1,0,-1
Array.33,HR+,0,-1,-1,0,0,2,0,0,1,0,1,1,0,0,0,0,-1,0,0,1,0,0,-1,1,1,0,0,0,-1,0,1,0,0,2,0,1,0,1,0,1,1,-1,1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,1,-1,1,-1,-1,0,1,0,-1,1,0,0,1,-1,-1,0,-1,-1,0,-1,-1,1,1,0,-1,0,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,0,0,0
Array.138,HER2+,1,2,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-1,0,1,-1,0,1,0,2,0,-1,0,0,1,0,1,0,0,-1,1,0,-1,0,-1,0,0,0,1,-1,0,2,1,0,1,0,-1,-1,0,-1,-1,1,0,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,1,-1,1,1,-1,1,1,0,-1,1,0,-1
Array.149,HR+,0,1,-1,0,0,1,0,1,1,0,0,0,-1,-1,0,0,1,0,1,1,0,0,0,0,1,0,-1,0,0,2,1,-1,-1,1,0,1,0,0,0,0,0,1,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,-1,1,0,-1,0,-1,-1,1,-1,-1,2,0,-1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1
Array.90,Triple Neg,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,0,1,-1,0,-1,0,1,1,0,0,-1,0,-1,0,0,0,-1,1,1,0,-1,0,0,2,0,0,-1,1,0,-1,-1,0,0,-1,0,0,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,0,-1,0,0,1,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,0,0,0,-1,0,-1,0,-1,2,-1,-1,2,0,0,-1,2,1,0
Array.99,Triple Neg,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,1,-1,1,-1,-1,1,-1,-1,0,1,0,-1,0,0,2,-1,0,0,1,1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,-1,1,0,-1,0,0,1,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,1,-1,0,1,0,0,0,1,0,0
Array.85,HR+,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,1,0,0,-1,-1,-1,1,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,1,-1,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,0,-1,0,-1,0,1,-1,-1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,-1,0,-1,-1,0,1,0,-1,0,1,0
Array.5,Triple Neg,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,-1,-1,-1,0,0,1,1,-1,0,0,1,-1,-1,0,1,1,-1,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,0,0,-1,1,1,-1,-1,0,1,-1
Array.8,HR+,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,-1,0,2,1,0,0,0,0,1,0,1,0,0,1,0,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,0,2,-1,-1,1,0,0,0,-1,-1,0,0,-1,0,0,-1,0,1,1,0,0,0,-1,0,-1,1,1,0,1,0,-1,-1,1,0,0
Array.148,HER2+,0,2,0,-1,1,2,-1,0,0,-1,0,0,0,-1,0,1,-1,1,2,-1,2,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,1,-1,0,0,1,1,0,0,-1,-1,1,1,1,0,-1,1,-1,-1,0,0,1,0,0,-1,0,1,1,1,2,1,1,0,-1,1,0,-1,0,0,-1,-1,0,1,-1,0,1,0,-1,1,-1,0,0,-1,0,1,0,1,0,0,0
Array.42,HER2+,0,2,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,-1,0,1,-1,0,1,0,1,0,-1,2,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,1,-1,1,0,-1,-1,0,0,0,-1,2,1,0,1,0,0,1,0,-1,1,0,0,-1,1,0,0,1,-1,-1,0,-1,0,0,-1,-1,0,0,-1,1,0,1,-1,2,-1,1,-1,-1,1,0,-1,-1,1,1,1
Array.25,Triple Neg,-1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,0,1,1,0,-1,-1,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,1,0,-1,-1,1,0,1,-1,1,1,1,0,-1,1,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,1,-1,0,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,0,0,-1,-1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,-1
Array.102,Triple Neg,0,0,0,-1,-1,0,0,0,0,-1,1,-1,1,1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,-1,2,2,0,-1,0,1,1,1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,1,0,0,-1,0,-1,0,0,0,1,2,1,-1,1,-1,-1,-1,-1,0,-1,0,-1,0,0,0,1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,2,-1,0,0,1,1,-1
Array.55,HER2+,0,2,-1,1,0,1,-1,0,0,0,-1,0,-1,-1,1,-1,-1,1,1,-1,0,0,0,0,1,-1,0,-1,0,2,-1,-1,-1,0,0,1,0,0,2,0,0,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,-1,0,0,2,1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1,0
Array.141,HR+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Array.159,Triple Neg,-1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,1,-1,0,0,0,2,1,-1,-1,-1,0,1,1,-1,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,-1,0,0,1,0,-1,-1,-1,-1,0,-1,-1,-1,2,-1,0,1,-1,-1,0,0,-1,0,0,0,-1,0,-1,1,0,-1,0,0,-1,0,1,0,-1,0,0,0,1,-1,-1,-1,1,0
Array.52,HR+,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,-1,-1,0,1,1,0,0,1,0,1,-1,0,0,0,0,-1,-1,0,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,-1,0,-1,1,-1,-1,1,0,-1,-1,1,0,-1
Array.88,Triple Neg,-1,1,-1,1,0,1,-1,1,1,1,-1,-1,0,0,0,-1,0,1,1,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,-1,1,-1,0,0,-1,-1,-1,-1,1,0,-1,1,-1,-1,0,-1,-1,0,1,-1,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,-1,0,-1,1,0,-1,0,1,-1
Array.152,HER2+,1,2,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,0,1,1,0,-1,1,-1,1,0,-1,-1,1,-1,1,0,0,1,0,1,0,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,1,1,1,2,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,2,0,1,1,-1,0,1,-1,0,-1,0,-1,-1,0,0,-1,-1,0,0,1
Array.50,Triple Neg,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,-1,0,1,1,0,1,2,0,0,0,-1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,1,0,2,1,0,1,0,0,1,0,0,1,-1,0,-1,-1,0,1,1,1,1,1,1,0,1,0,-1,-1,-1,1,1,0,0,-1,1,0
Array.23,HR+,1,1,0,1,0,1,0,1,0,0,-1,0,0,0,1,0,1,0,1,1,-1,0,0,1,0,0,0,0,0,1,1,-1,-1,1,0,1,0,0,1,0,1,1,0,0,0,-1,-1,0,-1,0,1,0,-1,0,0,0,0,2,0,-1,0,-1,0,-1,1,0,-1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,1,1,0,0,-1,-1,0,-1,1,0,-1,1,0,0,2,1,0,-1
Array.68,HER2+,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,1,0
Array.142,HR+,1,1,-1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,-1,1,1,1,1,-1,0,0,1,1,1,1,0,2,1,0,1,1,1,1,0,1,0,-1,0,1,-1,0,1,1,1,-1,1,-1,1,2,0,-1,1,1,0,-1,0,-1,-1,1,1,1,0,-1,0,1,0,0,1,0,0,1,1,0,1,1,0,-1,1,-1,-1,0,0,1,1,0,0,-1,1,0
Array.144,HER2+,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,1,1,0,-1,0,-1,0,-1,0,0,0,0,-1,1,0,-1,0,0,-1,-1,-1,1,0,-1,1,1,0,0,0,-1,0,-1,1,-1,-1,0,-1,1,-1,0,-1,-1,0,0
Array.37,HR+,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
Array.78,HER2+,0,2,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,-1,1,0,-1,0,0,-1,-1,1,0,0
Array.82,HR+,1,0,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,-1,-1,1,1,0,0,1,1,2,0,0,1,1,1,0,0,0,1,-1,1,0,-1,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,1,1,-1,-1,0,0,-1,0,-1,1,0,0,1,0,0,1,1,1,0
Array.75,HER2+,0,2,0,-1,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,1,0,-1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,0,-1,0,-1,-1,0,1,1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,1,0
Array.139,HER2+,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,-1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,1,0,0,0,-1,-1,0,-1,0,0,-1,-1,1,0,0,-1,0,0,-1,0,-1,1,0,-1,1,0,0,-1,1,0,0
Array.2,HR+,0,1,-1,1,-1,1,-1,0,0,1,-1,-1,-1,-1,1,0,1,0,1,-1,-1,0,0,0,0,0,1,-1,1,1,1,0,1,0,-1,1,1,0,-1,0,0,1,-1,0,0,-1,0,-1,-1,0,-1,0,1,0,-1,0,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1
Array.60,HR+,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,0,1,-1
Array.38,Triple Neg,-1,-1,-1,0,-1,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,2,0,0,-1,-1,1,0,-1,-1,0,0,1,0,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,-1,-1
Array.72,HER2+,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-1,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,-1,1,0,0
