fold,n_estimators,max_depth,max_features,k,l,accuracy,f1_weighted,roc_auc_ovr,train_accuracy,train_f1_weighted,train_roc_auc_ovr
5_10_1,100,,sqrt,,,0.6875,0.6517857142857143,0.8448863636363637,0.71875,0.6969866071428572,0.8586474501108647
5_10_2,100,,sqrt,,,0.625,0.6049107142857143,0.7971590909090909,0.734375,0.7096283272837266,0.8704268292682926
5_10_3,100,,sqrt,,,0.75,0.6979166666666666,0.86875,0.703125,0.6843200146627566,0.8520215493348114
5_10_4,100,,sqrt,,,0.5,0.4916666666666667,0.7613636363636364,0.6875,0.6844429347826086,0.8468680709534367
5_10_5,100,,sqrt,,,0.625,0.609375,0.8295454545454546,0.734375,0.708759497369959,0.8601740056818181
5_11_1,50,10.0,sqrt,,,0.6875,0.6517857142857143,0.8448863636363637,0.71875,0.6969866071428572,0.8586474501108647
5_11_2,50,10.0,sqrt,,,0.625,0.6049107142857143,0.7971590909090909,0.734375,0.7096283272837266,0.8704268292682926
5_11_3,50,10.0,sqrt,,,0.75,0.6979166666666666,0.86875,0.703125,0.6843200146627566,0.8520215493348114
5_11_4,50,10.0,sqrt,,,0.6875,0.5772058823529411,0.7613636363636364,0.6875,0.5785984848484849,0.8468680709534367
5_11_5,50,10.0,sqrt,,,0.625,0.609375,0.8295454545454546,0.734375,0.708759497369959,0.8601740056818181
5_12_1,100,10.0,sqrt,,,0.6875,0.6517857142857143,0.8448863636363637,0.71875,0.6969866071428572,0.8586474501108647
5_12_2,100,10.0,sqrt,,,0.625,0.6049107142857143,0.7971590909090909,0.734375,0.7096283272837266,0.8704268292682926
5_12_3,100,10.0,sqrt,,,0.75,0.6979166666666666,0.86875,0.703125,0.6843200146627566,0.8520215493348114
5_12_4,100,10.0,sqrt,,,0.5,0.4916666666666667,0.7613636363636364,0.6875,0.6844429347826086,0.8468680709534367
5_12_5,100,10.0,sqrt,,,0.625,0.609375,0.8295454545454546,0.734375,0.708759497369959,0.8601740056818181
